,0,1,2
31,"('instruction', 'Qui est le jungler de la Karmine ?')","('input', None)","('response', 'Jakub « Cinkrof » Rokicki')"
32,"('instruction', ""Quel joueur a rejoint l'équipe en tant que mid laner ?"")","('input', None)","('response', 'Lucas « Saken » Fayard')"
33,"('instruction', ""Quel est le rôle de Matthew « xMatty » Coombs dans l'équipe ?"")","('input', None)","('response', 'AD Carry')"
34,"('instruction', 'Qui est le support de la Karmine ?')","('input', None)","('response', 'Raphaël «Targamas » Crabbé')"
35,"('instruction', ""Qui est le coach de l'équipe ?"")","('input', None)","('response', 'Yanis « Striker » Kella')"
36,"('instruction', ""Comment s'appelle l'équipe de League of Legends mentionnée dans le texte?"")","('input', None)","('response', 'Karmine Corp')"
37,"('instruction', ""Combien de victoires l'équipe de la Karmine a-t-elle remporté lors de la première moitié de segment impériale?"")","('input', None)","('response', '9 victoires')"
38,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle perdu en finale du segment impérial?')","('input', None)","('response', 'Misfits Premier')"
39,"('instruction', 'Quelle était la marque de la victoire de Misfits Premier contre la Karmine Corp en finale?')","('input', None)","('response', '3-1')"
40,"('instruction', ""Quel événement international l'équipe de la Karmine a-t-elle accès en tant que vainqueurs de la saison régulière?"")","('input', 'European Masters')","('response', 'Phase de groupes des European Masters')"
41,"('instruction', ""Quel est le titre détenu par l'équipe de la Karmine dans le tournoi European Masters?"")","('input', None)","('response', 'tenants du titre')"
42,"('instruction', ""Quel est le nom de l'équipe qui a renversé Vitality.Bee dans la Coupe de France ?"")","('input', 'Vitality.Bee')","('response', 'Karmine Corp')"
43,"('instruction', 'Quel était le score final du match entre la Karmine Corp et Vitality.Bee ?')","('input', None)","('response', '3-2')"
44,"('instruction', 'Quelle équipe était menée 2-0 dans le match ?')","('input', None)","('response', 'Karmine Corp')"
45,"('instruction', 'Contre quelle équipe la Karmine Corp va-t-elle jouer en finale à Monaco ?')","('input', 'Monaco')","('response', 'Misfits Premier')"
46,"('instruction', ""Quelle était l'issue des trois manches suivantes remportées par la Karmine Corp ?"")","('input', None)","('response', 'Se qualifier in extremis pour la finale à Monaco')"
47,"('instruction', 'Que fait la Karmine Corp juste avant le début de la compétition européenne ?')","('input', None)","('response', 'Ils se rassurent')"
48,"('instruction', 'Quel était le résultat du dernier match de la Karmine Corp en finale de la Coupe de France?')","('input', ""Nom de l'équipe Karmine Corp et Misfits Premier, date de la finale de la Coupe de France"")","('response', 'La Karmine Corp a perdu contre Misfits Premier lors de la finale de la Coupe de France avec un score de 3-2.')"
49,"('instruction', 'Quel était le bilan de la Karmine Corp lors de la saison 2021 en LFL?')","('input', ""Nom de l'équipe Karmine Corp, dates et résultats des matchs en LFL"")","('response', 'Le bilan de la Karmine Corp lors de la saison 2021 en LFL était de 14 victoires et 5 défaites.')"
50,"('instruction', ""Quel était le bilan de la Karmine Corp lors de la participation à l'European Masters en 2021?"")","('input', ""Nom de l'équipe Karmine Corp, dates et résultats des matchs à l'European Masters"")","('response', ""Le bilan de la Karmine Corp lors de sa participation à l'European Masters en 2021 était de 14 victoires et 5 défaites."")"
51,"('instruction', 'Quel était le résultat de la Karmine Corp lors de la Finale de la Coupe de France en octobre 2021?')","('input', ""Nom de l'équipe Karmine Corp, date et résultats des matchs en Finale de la Coupe de France"")","('response', 'La Karmine Corp a perdu contre Misfits Premier lors de la finale de la Coupe de France en octobre 2021 avec un score de 5-5.')"
52,"('instruction', ""Qui a annoncé le départ de Cinkrof, Targamas et xMatty de l'équipe lors d'une conférence de presse le 15 novembre 2021?"")","('input', 'date de la conférence de presse (15 novembre 2021)')","('response', 'Kameto et Prime')"
53,"('instruction', 'Quel joueur suédois a rejoint la Karmine Corp en provenance de chez G2 Esports?')","('input', ""équipe d'origine du joueur (G2 Esports)"")","('response', 'Martin « Rekkles » Larsson')"
54,"('instruction', 'Combien aurait coûté le transfert de Martin « Rekkles » Larsson à la Karmine Corp?')","('input', 'nom du joueur transféré (Martin « Rekkles » Larsson)')","('response', ""près d'un million d'euros"")"
55,"('instruction', ""Qui a prolongé son contrat d'un an avec l'équipe?"")","('input', 'aucun')","('response', 'Cabochard')"
56,"('instruction', ""Quels joueurs ont rejoint l'équipe librement?"")","('input', 'aucun')","('response', 'Jules « Hantera » Bourgeois, Doğukan « 113 » Balcı (Bumm) et Wao « Wao » Dai')"
57,"('instruction', ""Quelle équipe a commencé mal le championnat mais s'est ensuite redressée en 4e semaine?"")","('input', None)","('response', 'La Karmine Corp')"
58,"('instruction', 'Combien de matchs la Karmine Corp a-t-elle perdus lors de ses six premiers matchs?')","('input', None)","('response', 'Quatre')"
59,"('instruction', ""Où s'est déroulée la 4e semaine du championnat?"")","('input', None)","('response', ""À l'Acropolis de Nice"")"
60,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté deux victoires écrasantes en 4e semaine?')","('input', 'GameWard')","('response', 'Oui')"
61,"('instruction', 'Qui a réalisé un Pentakill lors du match contre GameWard?')","('input', 'Rekkles')","('response', 'Rekkles')"
62,"('instruction', 'Quelle équipe a terminé deuxième de la saison régulière?')","('input', None)","('response', 'La Karmine Corp')"
63,"('instruction', 'À combien de victoires des LDLC OL la Karmine Corp a-t-elle terminé en saison régulière?')","('input', None)","('response', 'Une victoire')"
64,"('instruction', 'Quelle équipe a battu la Karmine Corp lors des play-offs de la LFL?')","('input', '')","('response', 'LDLC OL')"
65,"('instruction', ""Comment s'est terminée la saison de la Karmine Corp lors des play-offs de la LFL?"")","('input', '')","('response', 'Ils ont terminé 3e')"
66,"('instruction', 'Quelle équipe a battu la Karmine Corp dans la demi-finale des perdants des play-offs de la LFL?')","('input', '')","('response', 'Team BDS Academy')"
67,"('instruction', 'Quel tournoi la Karmine Corp est-elle qualifiée pour après les play-offs de la LFL?')","('input', '')","('response', 'Amazon European Masters')"
68,"('instruction', 'Quel défi supplémentaire la Karmine Corp devra-t-elle relever pour le tournoi Amazon European Masters?')","('input', '')","('response', 'Passer par un tour supplémentaire')"
69,"('instruction', 'Quelle équipe a remporté le tour préliminaire des Amazon European Masters?')","('input', 'Amazon European Masters')","('response', 'KC')"
70,"('instruction', 'Contre quelle équipe la KC a-t-elle eu un mauvais départ en groupe?')","('input', 'X7 Esports')","('response', 'X7 Esports')"
71,"('instruction', 'Contre qui la KC a-t-elle pris sa revanche en finissant premier de son groupe?')","('input', 'Les Anglais')","('response', 'les Anglais')"
72,"('instruction', 'Qui la KC a-t-elle battu en quarts-de-finale?')","('input', 'Unicorns of Love')","('response', ""l'équipe académique d'Unicorns of Love"")"
73,"('instruction', 'Quelle équipe la Karmine Corp a-t-elle affrontée en demi-finale des European Masters?')","('input', 'Vitality.Bee')","('response', 'Vitality.Bee')"
74,"('instruction', 'Contre qui la KC a-t-elle remporté la finale des European Masters?')","('input', 'LDLC OL')","('response', 'LDLC OL')"
75,"('instruction', 'Combien de fois la Karmine Corp a-t-elle remporté les European Masters?')","('input', '3èmes European Masters de suite')","('response', '3')"
76,"('instruction', ""Quelle est l'équipe de e-sport mentionnée dans le texte ?"")","('input', None)","('response', 'Karmine Corp')"
77,"('instruction', ""Combien de rencontres la Karmine Corp a-t-elle remportées sur six au début du segment d'été ?"")","('input', None)","('response', 'cinq')"
78,"('instruction', 'Contre quelle équipe la Karmine Corp joue-t-elle son match de saison régulière ?')","('input', None)","('response', 'Misfits Premier')"
79,"('instruction', 'Où se déroule le match de la Karmine Corp contre Misfits Premier ?')","('input', None)","('response', ""à l'Accor Arena"")"
80,"('instruction', 'Comment la série de victoires de la Karmine Corp se termine-t-elle ?')","('input', None)","('response', 'par une défaite')"
81,"('instruction', 'Où la Karmine Corp se qualifie-t-elle pour les play-offs ?')","('input', None)","('response', 'la dernière semaine')"
82,"('instruction', 'Dans quelle position la Karmine Corp termine-t-elle en saison régulière ?')","('input', None)","('response', '6e')"
83,"('instruction', 'Contre quelle équipe la Karmine Corp est-elle opposée dans les play-offs ?')","('input', None)","('response', 'GameWard')"
84,"('instruction', 'Quels sont les résultats des matchs de la Karmine Corp lors de la saison 2022?')","('input', 'Aucune information supplémentaire requise')","('response', 'Showmatch aller : \n                - Round 1 : 1-0 contre KOI\n                - Round 2 : 1-1 contre KOI\n                - Round 3 : 2-1 contre KOI\n              Showmatch retour :\n                - Round 1 : 1-0 contre KOI\n                - Round 2 : 1-1 contre KOI\n                - Round 3 : 2-1 contre KOI\n              Segment Printanier :\n                - Journées 1 à 18 : résultats contre différentes équipes\n              2e tour des playoffs : \n                - Round 1 à 3 : résultats contre LDLC OL\n              Demi-finale des playoffs :\n                - Round 1 à 4 : résultats contre Team BDS Academy\n              European Masters :\n                - Phase préliminaire, Barrages, Phase de groupe, Quarts-de-finale, Demi-finale et Finale : résultats contre différentes équipes')"
85,"('instruction', 'Quelle conséquence a eu la défaite de la KC lors des play-offs de LFL?')","('input', 'Aucune information supplémentaire requise')","('response', 'La défaite a éliminé la KC des play-offs de LFL et les a empêchés de se qualifier aux European Masters, mettant fin à une série historique.')"
86,"('instruction', 'Quelles étaient les dates des différentes étapes de la compétition pour la Karmine Corp en 2022?')","('input', 'Aucune information supplémentaire requise')","('response', 'Dates des showmatches, des journées de la LFL, des playoffs et des European Masters.')"
87,"('instruction', ""Qui rejoint l'équipe de la Karmine Corp pour la saison 2023 ?"")","('input', None)","('response', 'Duncan « Skeanz » Marquet, Hasan « Kaori » Sentürk, Alexandru « whiteinn » Kolozsvari, Lucas « Cabochard » Simon-Meslet, Lucas « Saken » Fayard, Stefan « Nerroh » Pereira')"
88,"('instruction', ""Qui rejoint l'équipe en tant qu'entraîneur ?"")","('input', None)","('response', 'Stefan « Nerroh » Pereira')"
89,"('instruction', 'Qui rejoint Kameto et Prime en tant que directeur de la structure ?')","('input', None)","('response', 'Arthur Perticoz')"
90,"('instruction', ""Quel était le bilan de l'équipe durant le Winter Split ?"")","('input', 'Winter Split')","('response', '7 victoires pour 11 défaites')"
91,"('instruction', ""Qui sont les joueurs qui réintègrent l'équipe en prévision du Summer Split ?"")","('input', 'Summer Split')","('response', 'Raphaël «Targamas » Crabbé et Jakub « Cinkrof » Rokicki')"
92,"('instruction', ""Qui remplace Kaori dans l'équipe ?"")","('input', 'Kaori')","('response', 'Caliste « Caliste » Henry-Hennebert')"
93,"('instruction', ""Quel poste occupe Wadi dans l'équipe ?"")","('input', 'Wadi')","('response', 'Analyste')"
94,"('instruction', ""Quelle équipe a remporté le championnat d'Europe en 2023 ?"")","('input', '2023')","('response', ""La Karmine Corp a remporté le championnat d'Europe en 2023."")"
95,"('instruction', 'Qui est le ""midlaner"" français de l\'équipe Karmine Corp ?')","('input', '""midlaner""')","('response', 'Lucas ""Saken"" Fayard est le ""midlaner"" français de l\'équipe Karmine Corp.')"
96,"('instruction', 'Quand la Karmine Corp a-t-elle annoncé son entrée à la LEC ?')","('input', 'LEC')","('response', 'La Karmine Corp a annoncé son entrée à la LEC le 18 octobre 2023.')"
97,"('instruction', ""Jusqu'à quelle année Caliste a-t-il prolongé son contrat avec la Karmine Corp ?"")","('input', 'Caliste')","('response', ""Caliste a prolongé son contrat avec la Karmine Corp jusqu'en 2026."")"
98,"('instruction', 'Quelle a été la performance de la Karmine Corp lors du Winter Split de 2024 ?')","('input', 'Winter Split, 2024')","('response', 'La Karmine Corp a fini dernière avec 2 victoires sur 9 lors du Winter Split de 2024.')"
99,"('instruction', 'Quelle a été la performance de la Karmine Corp lors du Spring Split de 2024 ?')","('input', 'Spring Split, 2024')","('response', ""L'équipe arrive une nouvelle fois à la dernière place lors du Spring Split de 2024."")"
100,"('instruction', 'Qui est mis sur le banc et qui est appelé à rejoindre les rangs de la KC en tant que jungler ?')","('input', 'post de jungler')","('response', 'Zhou « Bo » Yang-Bo est mis sur le banc et Can « Closer » Çelik est appelé à rejoindre les rangs de la KC.')"
101,"('instruction', 'Quel joueur est recruté au profit de Lucas « Cabochard » Simon-Meslet en tant que toplaner ?')","('input', 'toplaner')","('response', 'Kim « Canna » Chang-Dong est recruté au profit de Lucas « Cabochard » Simon-Meslet.')"
102,"('instruction', 'Qui prend la place de Lucas « Saken » Fayard au poste de midlaner ?')","('input', 'midlaner')","('response', 'Vladimiros « Vladi » Kourtidis prendra la place de Lucas « Saken » Fayard au poste de midlaner.')"
103,"('instruction', 'Quelle équipe participe à la Trackmania Cup en 2020 ?')","('input', None)","('response', 'La Karmine Corp participe à la Trackmania Cup en 2020.')"
104,"('instruction', 'Qui est le pilote français recruté par la Karmine Corp pour participer à la Trackmania Cup ?')","('input', None)","('response', 'Romain « DarkeR » Dassonneville est recruté par la Karmine Corp pour participer à la Trackmania Cup.')"
105,"('instruction', 'Qui est annoncé comme pilote titulaire pour la Trackmania Grand League en 2020 ?')","('input', None)","('response', 'Brendan « Bren » Seve est annoncé comme pilote titulaire pour la Trackmania Grand League en 2020.')"
106,"('instruction', ""Quand l'arrivée de Brendan « Bren » Seve en tant que pilote titulaire pour la Trackmania Grand League est-elle annoncée ?"")","('input', None)","('response', ""L'arrivée de Brendan « Bren » Seve en tant que pilote titulaire pour la Trackmania Grand League est annoncée un mois après le 17 juillet 2020, soit le 22 août 2020."")"
107,"('instruction', 'Quel événement a marqué la création de la quatrième équipe de la Karmine Corp sur Rocket League?')","('input', None)","('response', 'La création de la quatrième équipe de la Karmine Corp sur Rocket League a été annoncée lors de la Karmine Corp Xperience (ou KCX) le 26 juillet 2021.')"
108,"('instruction', 'Qui sont les joueurs qui composent la quatrième équipe de la Karmine Corp sur Rocket League?')","('input', None)","('response', 'Les joueurs qui composent la quatrième équipe de la Karmine Corp sur Rocket League sont Maëllo « AztraL » Ernst (Belge), Marc « Stake » Bosch (Espagnol) et Amine « itachi » Benayashi (Marocain).')"
109,"('instruction', 'Quels tournois les joueurs de la Karmine Corp vont-ils participer?')","('input', None)","('response', ""Les joueurs de la Karmine Corp vont participer au tournoi de pré-saison WePlay e-sport Invitational ainsi qu'aux Rocket League Championship Series 2021-2022."")"
110,"('instruction', 'Quel est le premier trophée remporté par la Karmine Corp ?')","('input', '')","('response', 'Le premier trophée remporté par la Karmine Corp est obtenu sur Rocket League lors du tournoi WePlay e-sport Invitational.')"
111,"('instruction', 'Contre quelle équipe la Karmine Corp a remporté son premier trophée ?')","('input', '')","('response', 'La Karmine Corp a remporté son premier trophée en battant Team BDS.')"
112,"('instruction', ""Quelle était l'annonce faite par l'organisation du tournoi concernant la finale ?"")","('input', '')","('response', ""L'organisation du tournoi avait annoncé que la finale se jouerait dans un format particulier : deux manches gagnantes de matchs en quatre parties gagnantes, sans avantage pour le vainqueur de l'arbre des gagnants."")"
113,"('instruction', 'Combien de manches la Karmine Corp a-t-elle remporté contre Team BDS en finale ?')","('input', '')","('response', 'La Karmine Corp a remporté les deux dernières manches contre Team BDS en finale.')"
114,"('instruction', ""Combien de dollars se partagent les différents membres de l'équipe de la Karmine Corp ?"")","('input', '')","('response', ""Les différents membres de l'équipe se partagent une dotation de 15 000 dollars."")"
115,"('instruction', ""Quel joueur l'équipe Karmine Corp a-t-elle recruté en avril 2022 pour remplacer Stake ?"")","('input', 'Date (avril 2022)')","('response', 'Joseph « noly » Kidd')"
116,"('instruction', ""Quel est le nom du coach principal de l'équipe Karmine Corp après le recrutement de Joseph « noly » Kidd en avril 2022 ?"")","('input', 'Date (avril 2022)')","('response', 'Wagner « Eversax » Benjamin')"
117,"('instruction', ""Comment s'est déroulée la performance de l'équipe Karmine Corp lors de la première étape de la RLCS ?"")","('input', ""Nom de l'équipe (Karmine Corp)"")","('response', 'La Karmine Corp a terminé demi-finaliste lors de la première étape de la RLCS.')"
118,"('instruction', ""Pourquoi l'équipe Karmine Corp n'a-t-elle pas pu participer aux épreuves mondiales d'automne et d'hiver malgré s'être qualifiée à toutes les étapes ?"")","('input', ""Nom de l'équipe (Karmine Corp)"")","('response', ""Ils n'ont pas réussi à marquer assez de points pour participer aux épreuves mondiales d'automne et d'hiver."")"
119,"('instruction', 'Qui est le coach de la Karmine en 2024 ?')","('input', 'date (27 octobre 2023)')","('response', 'Victor « Ferra » Francal')"
120,"('instruction', 'Quels sont les joueurs qui ont rejoint la Karmine pour les Flip & Spin à la Paris Games Week 2023 ?')","('input', 'aucun')","('response', 'Rise et Noly')"
121,"('instruction', ""Quels sont les deux joueurs qui ont été officialisés en décembre 2023 pour compléter l'équipe de la Karmine ?"")","('input', 'aucun')","('response', 'Rise et Atow')"
122,"('instruction', ""Quelles sont les dates des Open Qualifier d'Europe remportés par la Karmine en 2024 ?"")","('input', 'aucune')","('response', '11 février, 25 février, 10 mars 2024')"
123,"('instruction', ""Que permettent les 3 victoires consécutives de la Karmine aux Open Qualifier d'Europe ?"")","('input', 'aucune')","('response', 'Qualification facile au tournoi majeur de Copenhague et Seed 1 du Major 1')"
124,"('instruction', ""Contre quelle équipe la Karmine s'est-elle inclinée en demi-finale du Major de Copenhague ?"")","('input', 'aucun')","('response', 'Gentle Mates')"
125,"('instruction', 'Quel tournoi a marqué la première performance de Kurama sous les couleurs de la Karmine?')","('input', 'Kurama')","('response', 'Genesis 9')"
126,"('instruction', 'Quelle place Kurama a-t-il terminé lors de sa première performance avec la Karmine?')","('input', 'Kurama')","('response', '17e')"
127,"('instruction', 'Quelle place Kurama a-t-il terminé lors du Summit 6?')","('input', 'Kurama')","('response', '4e')"
128,"('instruction', 'Quand Kameto a-t-il annoncé le retrait de la Karmine de la scène Super Smash Bros. Ultimate?')","('input', 'Kameto')","('response', 'Décembre 2023')"
129,"('instruction', 'Quelles structures sont partenaires de la Karmine dans le nouveau circuit compétitif Fortnite?')","('input', 'Karmine')","('response', 'Dignitas, Team Heretics, LOUD et ZETA DIVISION')"
130,"('instruction', 'Qui est le cofondateur et président-directeur général de la Karmine Corp?')","('input', None)","('response', 'Kamel « Kameto » Kebir')"
131,"('instruction', 'Qui est le directeur de la Karmine Corp?')","('input', None)","('response', 'Arthur Perticoz')"
132,"('instruction', 'Qui est le directeur général délégué de la Karmine Corp?')","('input', None)","('response', 'Zouhaïr « Kotei » Darji')"
133,"('instruction', 'Qui est le Head of esports de la Karmine Corp?')","('input', None)","('response', 'Clément Laparra')"
134,"('instruction', 'Qui est le directeur artistique de la Karmine Corp?')","('input', None)","('response', 'Dhav « Dhav » Oza')"
135,"('instruction', 'Qui est le Lead Content Producer de la Karmine Corp?')","('input', None)","('response', 'Erwin Hamayada')"
136,"('instruction', 'Qui est le gestionnaire des médias sociaux de la Karmine Corp?')","('input', None)","('response', 'Amaury « Maul » Clerckx')"
137,"('instruction', ""Quels sont les membres de l'équipe League of Legends LEC de Karmine Corp ?"")","('input', None)","('response', 'Canna (Toplaner), Closer (Jungler), Vladi (Midlaner), Upset (ADC), Targamas (Support), Reha (Head Coach), Apples (Assistant Coach), Shaves (Assistant Coach), Clément Thillier (Performance Coach)')"
138,"('instruction', ""Qui sont les membres de l'équipe League of Legends LFL de Karmine Corp Blue ?"")","('input', None)","('response', 'Maynter (Toplaner), 113 (Jungler), Abbedagge (Midlaner), Caliste (ADC), Fleshy (Support), Wadi (Head Coach), Blidzy (Assistant Coach)')"
139,"('instruction', 'Quel est le nom du joueur qui était le toplaner de la Karmine Corp du 15 décembre 2021 au 6 janvier 2023?')","('input', 'Dates de début et de fin pour le toplaner de la Karmine Corp')","('response', 'Wao Dai')"
140,"('instruction', 'Qui est le joueur ayant le pseudonyme ""Skeanz"" et qui était jungler pour la Karmine Corp?')","('input', 'Pseudonyme ""Skeanz""')","('response', 'Duncan Marquet')"
141,"('instruction', 'Quel joueur était jungler pour la Karmine Corp du 19 mai 2023 au 20 novembre 2023?')","('input', 'Dates de début et de fin pour le joueur jungler de la Karmine Corp')","('response', 'Jakub Rokicki')"
142,"('instruction', 'Quel joueur était le botlaner de la Karmine Corp du 9 janvier 2023 au 18 mai 2023?')","('input', 'Dates de début et de fin pour le botlaner de la Karmine Corp')","('response', 'Muhammed Hasan Şentürk')"
143,"('instruction', 'Qui était le support de la Karmine Corp du 9 janvier 2023 au 16 mai 2023?')","('input', 'Dates de début et de fin pour le support de la Karmine Corp')","('response', 'Alexandru Kolozsvari')"
144,"('instruction', ""Quel est le nom du joueur qui est le jungler pour l'équipe avec le drapeau de la Turquie?"")","('input', 'Drapeau de la Turquie')","('response', 'Doğukan Balcı')"
145,"('instruction', ""Quel est le poste de Jules Bourgeois dans l'équipe?"")","('input', 'Jules Bourgeois')","('response', 'Support')"
146,"('instruction', 'Quelle est la nationalité de Rekkles?')","('input', 'Rekkles')","('response', 'Drapeau de la Suède')"
147,"('instruction', ""Qui est l'entraîneur principal de l'équipe où joue Cinkrof?"")","('input', 'Cinkrof')","('response', 'Yanis Kella')"
148,"('instruction', ""Combien de matchs a disputé l'équipe où jouait Adam?"")","('input', 'Adam')","('response', '56 matchs')"
149,"('instruction', ""Quelle était la nationalité de l'équipe où jouait Akabane?"")","('input', 'Akabane')","('response', 'Drapeau de la France')"
150,"('instruction', ""Qui est le joueur de l'équipe Teamfight Tactics de nationalité française ayant rejoint l'équipe le 22 août 2020 ?"")","('input', ""Nationalité française, date d'entrée"")","('response', 'Emre Demirtas')"
151,"('instruction', ""Quels sont les joueurs allemands de l'équipe Teamfight Tactics ayant rejoint l'équipe le 29 mai 2024 ?"")","('input', ""Nationalité allemande, date d'entrée"")","('response', 'Christian Lüftner, Wet Jungler')"
152,"('instruction', ""Qui est l'ancien joueur de la Karmine Corp sur Trackmania ayant quitté l'équipe le 1er avril 2022 ?"")","('input', 'Date de départ')","('response', 'DarkeR')"
153,"('instruction', ""Quels sont les membres actuels de l'équipe Rocket League ?"")","('input', '')","('response', 'Tristan Soyez, Axel Touret, Finlay Ferguson, Victor Francal, Jordi Nouvellet')"
154,"('instruction', ""Quel est le rôle de Victor Francal au sein de l'équipe Rocket League ?"")","('input', '')","('response', 'Coach')"
155,"('instruction', ""Quel est le nom du Performance Coach de l'équipe Rocket League et quelle est sa nationalité ?"")","('input', '')","('response', 'Jordi Nouvellet, France')"
156,"('instruction', 'Quels sont les anciens joueurs de la Karmine Corp sur Rocket League ?')","('input', '')","('response', 'Benjamin Wagner, Brice Bigeard, Amine Benayachi, Joseph Kidd, Maëllo Ernst, Marc Bosch Plujà.')"
157,"('instruction', ""Quelles sont les nationalités des joueurs et joueuses de l'équipe Valorant VCT?"")","('input', 'Équipe Valorant VCT')","('response', 'Tchéquie, France, États-Unis, Portugal, Russie')"
158,"('instruction', ""Quels sont les noms des joueurs et joueuses de l'équipe Valorant GC?"")","('input', 'Équipe Valorant GC')","('response', 'Mathilde Beltoise, Léa Ransquin, Anastasiya Anisimova, Ece Selin Balıkdere, Vivian Schilling')"
