,0,1,2
14,"('instruction', ""En quelle année est devenue club résident aux Arènes de l'Agora à Evry-Courcouronnes ?"")","('input', 'Nom de la structure, date')","('response', ""Karmine Corp est devenue club résident aux Arènes de l'Agora à Evry-Courcouronnes en 2024."")"
15,"('instruction', ""Quelle section de jeu vidéo a été créée par la structure dans le monde de l'esport ?"")","('input', None)","('response', 'League of Legends')"
16,"('instruction', 'Quels titres la structure a-t-elle remportés en 2021 ?')","('input', None)","('response', ""championne des segments de printemps et d'été 2021"")"
17,"('instruction', 'Quel événement annuel est organisé par la structure pour rassembler plusieurs dizaines de milliers de spectateurs ?')","('input', None)","('response', 'Karmine Corp Experience (KCX)')"
18,"('instruction', ""Qui a annoncé la création de la structure d'e-sport Kameto Corp ?"")","('input', 'date (30 mars 2020)')","('response', 'Kamel « Kameto » Kebir')"
19,"('instruction', ""Quel est le nom de l'association dont font partie les ultras de la Karmine Corp ?"")","('input', None)","('response', 'Le Blue Wall')"
20,"('instruction', ""Avec qui Kamel « Kameto » Kebir a-t-il créé la structure d'e-sport Kameto Corp ?"")","('input', None)","('response', 'Zouhair « Kotei » Darji')"
21,"('instruction', ""Quels sont les jeux dans lesquels la Kameto Corp s'est fait connaître en remportant des compétitions ?"")","('input', 'Teamfight Tactics (TFT), TrackMania')","('response', 'Teamfight Tactics (TFT), TrackMania')"
22,"('instruction', 'Quels joueurs ont remporté les mondiaux de Teamfight Tactics (TFT) avec la Kameto Corp ?')","('input', 'Emre « Double61 » Demirtas')","('response', 'Emre « Double61 » Demirtas')"
23,"('instruction', 'Quels joueurs ont remporté un titre de champions du monde sur TrackMania avec la Kameto Corp ?')","('input', 'Brendan « Bren » Seve, Youen « Otaaaq » Egler')","('response', 'Brendan « Bren » Seve, Youen « Otaaaq » Egler')"
24,"('instruction', 'Qui a rejoint le duo en novembre 2020 comme cofondateur ?')","('input', 'novembre 2020')","('response', 'Amine « Prime » Mekri')"
25,"('instruction', ""Quelle est la nouvelle appellation de la structure après l'arrivée d'Amine « Prime » Mekri ?"")","('input', 'Amine « Prime » Mekri')","('response', 'Karmine Corp')"
26,"('instruction', ""Quelle ligue la Karmine Corp a-t-elle rejoint pour la saison suivante après l'arrivée d'Amine « Prime » Mekri ?"")","('input', 'Amine « Prime » Mekri')","('response', 'Ligue française de League of Legends (LFL)')"
27,"('instruction', 'Quel championnat la Karmine Corp a-t-elle remporté en 2021 ?')","('input', '2021')","('response', 'Segment de printemps de la LFL')"
28,"('instruction', 'Quelle compétition européenne la Karmine Corp a-t-elle remportée en 2021 ?')","('input', '2021')","('response', 'Deuxième division européenne EMEA Masters')"
29,"('instruction', 'Combien de fois la Karmine Corp a-t-elle remporté le championnat européen ?')","('input', 'championnat européen')","('response', 'Deux fois')"
30,"('instruction', 'Quel titre la Karmine Corp a-t-elle remporté pour la troisième fois en triplé en 2022 ?')","('input', '2022')","('response', 'Segment de printemps')"
31,"('instruction', 'Quelle équipe a remporté la ligue française et les EMEA Masters en 2023?')","('input', None)","('response', ""L'équipe a remporté la ligue française et les EMEA Masters en 2023."")"
32,"('instruction', ""Combien de fois l'équipe a remporté les EMEA Masters lors du segment d'été en 2023?"")","('input', None)","('response', ""L'équipe a remporté les EMEA Masters pour la quatrième fois lors du segment d'été en 2023."")"
33,"('instruction', 'Quelle division européenne la section League of Legends a-t-elle rejoint en 2023?')","('input', None)","('response', 'La section League of Legends a rejoint la première division européenne, les League of Legends EMEA Championship (LEC) en 2023.')"
34,"('instruction', 'Avec quelle équipe la section League of Legends a-t-elle signé un accord pour acquérir sa place dans les League of Legends EMEA Championship (LEC)?')","('input', None)","('response', ""La section League of Legends a signé un accord avec l'équipe danoise Astralis pour acquérir sa place dans les League of Legends EMEA Championship (LEC)."")"
35,"('instruction', 'Dans quelle ville la structure a-t-elle ouvert des locaux pour assurer le développement de la section Valorant en 2023?')","('input', None)","('response', 'La structure a ouvert des locaux à Berlin pour assurer le développement de la section Valorant en 2023.')"
36,"('instruction', ""Quel est le nom de l'événement organisé par la structure en 2021 ?"")","('input', '2021')","('response', 'Le premier Karmine Corp Experience (KCX)')"
37,"('instruction', ""Où s'est déroulée la deuxième édition du KCX en 2022 ?"")","('input', '2022')","('response', 'Au Palais omnisports de Paris-Bercy')"
38,"('instruction', 'Combien de spectateurs ont assisté au KCX3 en 2023 ?')","('input', '2023')","('response', 'Plus de 28 000 spectateurs')"
39,"('instruction', ""En quelle année le club est devenu résident des Arènes de l'Agora ?"")","('input', ""Arènes de l'Agora"")","('response', 'En 2024')"
40,"('instruction', 'Quel est le nom de la nouvelle équipe du club qui a pris la place laissée vacante en LFL ?')","('input', 'LFL')","('response', 'Karmine Corp Blue')"
41,"('instruction', ""Quelle est la structure d'e-sport créée par Kameto en 2020?"")","('input', '')","('response', 'Kameto Corp')"
42,"('instruction', 'Quels sont les noms des cinq premiers joueurs de la structure Kameto Corp?')","('input', '')","('response', 'Adam « Adam » Maanane, Philippe « Akabane » Le, Ilias « Nuclearint » Bizriken, Julien « jujutw0 » Izzo et Jérémy « Helaz » François')"
43,"('instruction', 'Quand la Kameto Corp a-t-elle été renommée Karmine Corp?')","('input', '')","('response', 'Après le live sur la chaine Twitch de Kameto le 17 novembre 2020')"
44,"('instruction', 'Qui est le seul joueur conservé de la Division 2 pour rejoindre la LFL en 2021?')","('input', '')","('response', 'Adam « Adam » Maanane')"
45,"('instruction', ""Quelle est la date de l'annonce de l'équipe de la Karmine ?"")","('input', None)","('response', 'Le 23 décembre 2020')"
46,"('instruction', ""Qui est le jungler de l'équipe de la Karmine ?"")","('input', None)","('response', 'Jakub « Cinkrof » Rokicki')"
47,"('instruction', ""Quel joueur occupe le poste de mid laner dans l'équipe de la Karmine ?"")","('input', None)","('response', 'Lucas « Saken » Fayard')"
48,"('instruction', ""Quel est le rôle de Matthew « xMatty » Coombs dans l'équipe de la Karmine ?"")","('input', None)","('response', 'AD Carry')"
49,"('instruction', ""Qui est le support de l'équipe de la Karmine ?"")","('input', None)","('response', 'Raphaël «Targamas » Crabbé')"
50,"('instruction', ""Quel joueur était déjà champion de France avec les Misfits Premier l'année dernière ?"")","('input', None)","('response', 'Raphaël «Targamas » Crabbé')"
51,"('instruction', ""Qui est le coach de l'équipe de la Karmine ?"")","('input', None)","('response', 'Yanis « Striker » Kella')"
52,"('instruction', 'Quelle équipe a remporté le championnat?')","('input', None)","('response', 'La Karmine Corp')"
53,"('instruction', 'Combien de rencontres la Karmine Corp a-t-elle perdu au total?')","('input', None)","('response', '3 rencontres')"
54,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle perdu le match retour?')","('input', 'Solary')","('response', 'Solary')"
55,"('instruction', 'Qui était le toplaner de la Karmine Corp lors de la finale?')","('input', None)","('response', 'Adam')"
56,"('instruction', 'Quelle compétition la victoire de la Karmine Corp leur permet-elle de se qualifier ?')","('input', None)","('response', 'Les European Masters')"
57,"('instruction', ""Qui était l'ancien joueur de la Karmine Corp parti chez l'équipe réserve de Schalke 04 ?"")","('input', None)","('response', 'Nuclearint')"
58,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle été bousculée en quarts de finale ?')","('input', None)","('response', 'ŠAIM SE SuppUp')"
59,"('instruction', 'Quelle équipe a affronté la Karmine Corp en demi-finale ?')","('input', None)","('response', 'UCAM Esports Club')"
60,"('instruction', 'Qui a débloqué la victoire de la Karmine Corp en demi-finale ?')","('input', None)","('response', 'Saken')"
61,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté la finale ?')","('input', None)","('response', 'BT Excel')"
62,"('instruction', 'Qui a félicité la Karmine Corp pour sa victoire sur Twitter ?')","('input', None)","('response', 'Le président de la République Emmanuel Macron')"
63,"('instruction', 'Quelle équipe a remporté 9 victoires en 9 matchs en première moitié de segment impériale ?')","('input', None)","('response', 'La Karmine')"
64,"('instruction', 'Contre qui la Karmine a-t-elle joué en finale du segment ?')","('input', None)","('response', 'Misfits Premier')"
65,"('instruction', 'Quel était le score final de la finale entre la Karmine et les Misfits Premier ?')","('input', None)","('response', '3-1')"
66,"('instruction', ""Quelle compétition les European Masters ont-ils remportée l'année précédente ?"")","('input', None)","('response', 'European Masters')"
67,"('instruction', 'Quelle équipe a battu la Karmine Corp en finale du segment ?')","('input', None)","('response', 'Misfits Premier')"
68,"('instruction', 'Combien de matchs la Karmine Corp a-t-elle perdu en finale du segment ?')","('input', None)","('response', '1')"
69,"('instruction', 'Quelle équipe a remporté son premier titre en 2021 en battant la Karmine Corp ?')","('input', None)","('response', 'Misfits Premier')"
70,"('instruction', ""Quel événement sportif s'est déroulé juste avant le début des European Masters ?"")","('input', None)","('response', 'La Karmine Corp a renversé Vitality.Bee 3-2 dans le cadre de la Coupe de France.')"
71,"('instruction', 'Quel était le score initial du match entre la Karmine Corp et Vitality.Bee ?')","('input', None)","('response', 'La Karmine Corp était menée 2-0.')"
72,"('instruction', 'Quelle équipe a remporté les trois manches suivantes pour se qualifier pour la finale à Monaco ?')","('input', None)","('response', 'La Karmine Corp a remporté les trois manches suivantes.')"
73,"('instruction', 'Contre quelle équipe la Karmine Corp prend-elle sa revanche en se qualifiant pour la finale à Monaco ?')","('input', 'Misfits Premier')","('response', 'La Karmine Corp prend sa revanche sur Misfits Premier.')"
74,"('instruction', 'Quand se déroule la compétition européenne mentionnée dans le texte ?')","('input', None)","('response', 'La compétition européenne se déroule juste après la qualification de la Karmine Corp pour la finale à Monaco.')"
75,"('instruction', 'Quel était le résultat du dernier match de la Karmine Corp en finale de la Coupe de France en 2021 ?')","('input', 'Coupe de France')","('response', 'La Karmine Corp a perdu 3-2 contre Misfits Premier en finale de la Coupe de France en 2021.')"
76,"('instruction', 'Combien de matchs la Karmine Corp a-t-elle joué en tout lors de la saison 2021 ?')","('input', 'Liste détaillée des matchs de la Karmine Corp')","('response', 'La Karmine Corp a joué un total de 23 matchs lors de la saison 2021.')"
77,"('instruction', 'Quel était le bilan de la Karmine Corp à la fin de la saison estivale en 2021 ?')","('input', 'Segment Estival')","('response', 'Le bilan de la Karmine Corp à la fin de la saison estivale en 2021 était de 14 victoires et 4 défaites.')"
78,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté la finale de la Coupe de France en 2021 ?')","('input', 'Coupe de France')","('response', 'La Karmine Corp a remporté la finale de la Coupe de France contre Misfits Premier en 2021.')"
79,"('instruction', ""Quelle est la date de la conférence de presse annonçant le départ de certains joueurs de l'équipe LFL ?"")","('input', None)","('response', 'Le 15 novembre 2021')"
80,"('instruction', ""Qui sont les joueurs qui ont quitté l'équipe LFL lors de cette conférence de presse ?"")","('input', None)","('response', 'Cinkrof, Targamas et xMatty')"
81,"('instruction', ""Qui sont les membres du staff technique dont le contrat a été prolongé jusqu'en 2023 ?"")","('input', None)","('response', 'Striker et Reha')"
82,"('instruction', ""Quel joueur suédois a rejoint l'équipe Karmine Corp en provenance de G2 Esports ?"")","('input', None)","('response', 'Martin « Rekkles » Larsson')"
83,"('instruction', 'Pourquoi Martin « Rekkles » Larsson était-il sur la liste des transferts de G2 Esports ?')","('input', None)","('response', 'Après la non-qualification aux Worlds 2021 de G2')"
84,"('instruction', 'Combien aurait coûté le transfert de Martin « Rekkles » Larsson à la Karmine Corp ?')","('input', None)","('response', ""Près d'un million d'euros"")"
85,"('instruction', ""Quels joueurs ont complété le roster de l'équipe LFL après l'arrivée de Martin « Rekkles » Larsson ?"")","('input', None)","('response', 'Cabochard, Saken, Jules « Hantera » Bourgeois, Doğukan « 113 » Balcı (Bumm) et Wao « Wao » Dai')"
86,"('instruction', ""Quel est le nom de l'équipe e-sport fondée par le streamer espagnol Ibai Llanos et le footballeur Gérard Piqué ?"")","('input', None)","('response', 'KOI')"
87,"('instruction', 'Quel est le résultat du premier match de la Karmine Corp contre les KOI ?')","('input', None)","('response', 'La Karmine a perdu 2-1')"
88,"('instruction', 'Où a eu lieu le match retour entre la Karmine et les KOI ?')","('input', None)","('response', 'Le match retour a eu lieu au Carrousel du Louvre à Paris')"
89,"('instruction', 'Quel est le résultat du match retour entre la Karmine et les KOI ?')","('input', None)","('response', 'La Karmine a battu les KOI 2-1')"
90,"('instruction', 'Quel est le sponsor principal maillot de la Karmine ?')","('input', None)","('response', 'Orange')"
91,"('instruction', 'Quelle équipe a perdu quatre de ses six premiers matchs dans la LFL ?')","('input', None)","('response', 'Karmine Corp')"
92,"('instruction', ""Où s'est déroulée la 4e semaine du championnat ?"")","('input', None)","('response', 'Acropolis de Nice')"
93,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté deux victoires écrasantes en 4e semaine ?')","('input', None)","('response', 'GameWard')"
94,"('instruction', 'Qui a réalisé un Pentakill lors des victoires de la Karmine Corp en 4e semaine ?')","('input', None)","('response', 'Rekkles')"
95,"('instruction', 'Quelle équipe était jusque-là impériale lors de la remontée de la Karmine Corp dans le classement ?')","('input', None)","('response', 'Vitality.Bee')"
96,"('instruction', 'Où la Karmine Corp a-t-elle terminé à la fin de la saison régulière ?')","('input', None)","('response', 'Deuxième')"
97,"('instruction', 'De combien de victoires les LDLC OL étaient-ils en avance sur la Karmine Corp à la fin de la saison régulière ?')","('input', None)","('response', 'Une')"
98,"('instruction', 'Quelle équipe a battu la Karmine Corp lors des play-offs de LFL ?')","('input', 'Aucune')","('response', 'LDLC OL et Team BDS Academy ont battu la Karmine Corp lors des play-offs de LFL.')"
99,"('instruction', 'Quelle était la performance de la Karmine Corp lors des play-offs de LFL ?')","('input', 'Aucune')","('response', 'La Karmine Corp a été balayée 3-0 par LDLC OL dans la demi-finale des gagnants et battue 3-1 par Team BDS Academy dans la demi-finale des perdants, terminant ainsi 3e de la saison de LFL.')"
100,"('instruction', 'Quelle compétition la Karmine Corp est-elle qualifiée pour après les play-offs de LFL ?')","('input', 'Aucune')","('response', 'La Karmine Corp est qualifiée pour les Amazon European Masters et défendra son titre.')"
101,"('instruction', 'Quelle équipe a remporté les Amazon European Masters ?')","('input', None)","('response', 'Karmine Corp')"
102,"('instruction', 'Contre quelle équipe la KC a-t-elle joué en quarts-de-finale ?')","('input', None)","('response', 'Unicorns of Love')"
103,"('instruction', 'Quelle équipe la KC a-t-elle affrontée en demi-finale ?')","('input', None)","('response', 'Vitality.Bee')"
104,"('instruction', 'Contre quelle équipe la KC a-t-elle joué en finale ?')","('input', None)","('response', 'LDLC OL')"
105,"('instruction', 'Quel a été le score final de la finale des Amazon European Masters ?')","('input', None)","('response', '3-1')"
106,"('instruction', 'Combien de fois la Karmine Corp a-t-elle remporté les European Masters ?')","('input', None)","('response', '3')"
107,"('instruction', ""Quelle équipe a remporté cinq victoires sur six rencontres au début du segment d'été ?"")","('input', ""début du segment d'été"")","('response', 'La Karmine Corp')"
108,"('instruction', 'Où la Karmine Corp a-t-elle joué son match de saison régulière contre Misfits Premier ?')","('input', 'match de saison régulière contre Misfits Premier')","('response', ""À l'Accor Arena"")"
109,"('instruction', ""Comment la série de victoires de la Karmine Corp s'est-elle terminée ?"")","('input', 'série de victoires')","('response', 'Par une défaite')"
110,"('instruction', 'Comment la Karmine Corp a-t-elle terminé la saison régulière ?')","('input', 'saison régulière')","('response', '6e')"
111,"('instruction', ""Dans quelle compétition la Karmine Corp n'est-elle pas encore qualifiée ?"")","('input', 'Amazon European Masters')","('response', ""La Karmine n'est pas encore qualifiée pour les Amazon European Masters"")"
112,"('instruction', ""Contre quelle équipe la Karmine Corp est-elle opposée dans l'arbre des perdants ?"")","('input', 'arbre des perdants')","('response', 'Les Boulonnais de GameWard')"
113,"('instruction', ""Qui rejoint l'équipe de la Karmine Corp pour la saison 2023 ?"")","('input', None)","('response', 'Duncan « Skeanz » Marquet, Hasan « Kaori » Sentürk, Alexandru « whiteinn » Kolozsvari, Lucas « Cabochard » Simon-Meslet, Lucas « Saken » Fayard, Stefan « Nerroh » Pereira, Clément « Nalkya » Guillemard, Rehareha « Reha » Ramanana\n\n-')"
114,"('instruction', 'Qui rejoint Kameto et Prime en tant que directeur de la structure ?')","('input', None)","('response', 'Arthur Perticoz')"
115,"('instruction', ""Quelle est la performance de l'équipe durant le Winter Split?"")","('input', 'Winter Split')","('response', '7 victoires pour 11 défaites')"
116,"('instruction', ""Quelle est la position de l'équipe à la fin du Winter Split?"")","('input', 'Winter Split')","('response', 'Avant-dernière position de la LFL')"
117,"('instruction', ""Qui sont les joueurs qui réintègrent l'équipe en prévision du Summer Split?"")","('input', 'Summer Split')","('response', 'Raphaël «Targamas » Crabbé et Jakub « Cinkrof » Rokicki')"
118,"('instruction', ""Qui remplace whiteninn et Skeanz dans l'équipe?"")","('input', 'whiteninn, Skeanz')","('response', 'Raphaël «Targamas » Crabbé et Jakub « Cinkrof » Rokicki')"
119,"('instruction', ""Qui remplace Kaori dans l'équipe?"")","('input', 'Kaori')","('response', 'Caliste « Caliste » Henry-Hennebert')"
120,"('instruction', ""Qui devient l'entraîneur principal de l'équipe?"")","('input', 'coach')","('response', 'Reha')"
121,"('instruction', 'Quelle équipe a pris la 1re place du classement lors du Summer Split 2023 ?')","('input', None)","('response', ""L'équipe de la Karmine"")"
122,"('instruction', ""Quel joueur a battu le record d'éliminations sur une saison régulière lors du Summer Split ?"")","('input', None)","('response', 'Caliste')"
123,"('instruction', ""Quel joueur a battu le record d'assistances lors du Summer Split ?"")","('input', None)","('response', 'Targamas')"
124,"('instruction', 'Quelle équipe la Karmine a-t-elle battue en finale pour remporter son deuxième titre de champion de France ?')","('input', 'BK ROG')","('response', 'BK ROG')"
125,"('instruction', ""Contre quelle équipe la Karmine s'est-elle qualifiée en finale des EMEA Master ?"")","('input', 'Movistar Riders')","('response', 'Movistar Riders')"
126,"('instruction', ""Quelle équipe a remporté le championnat d'Europe en 2023?"")","('input', None)","('response', ""La Karmine Corp a remporté le championnat d'Europe en 2023."")"
127,"('instruction', 'Qui est le ""midlaner"" français ayant remporté ses 4èmes EMEA Master en 2023?')","('input', None)","('response', 'Lucas ""Saken"" Fayard est le ""midlaner"" français ayant remporté ses 4èmes EMEA Master en 2023.')"
128,"('instruction', 'Quand la Karmine Corp a-t-elle annoncé son entrée à la LEC?')","('input', None)","('response', 'La Karmine Corp a annoncé son entrée à la LEC le 18 octobre 2023.')"
129,"('instruction', ""Jusqu'à quelle année le jeune Caliste a-t-il prolongé son contrat avec la Karmine Corp?"")","('input', None)","('response', ""Le jeune Caliste a prolongé son contrat avec la Karmine Corp jusqu'en 2026."")"
130,"('instruction', ""Comment s'est déroulée la première année de la Karmine Corp en LEC en 2024?"")","('input', None)","('response', 'La Karmine Corp a débuté en LEC en 2024 avec le Winter split et a fini dernière avec 2 victoires sur 9, ce qui ne lui a pas permis de se qualifier pour les playoffs.')"
131,"('instruction', 'Quel changement est prévu au sein des joueurs de la Karmine Corp pour le Summer Split?')","('input', None)","('response', 'Il y aura du changement au sein des joueurs de la Karmine Corp pour le Summer Split, comme indiqué par le responsable de la structure, Kameto.')"
132,"('instruction', 'Quel joueur est mis sur le banc pour le post de jungler ?')","('input', 'post de jungler')","('response', 'Zhou « Bo » Yang-Bo')"
133,"('instruction', 'Qui est appelé à rejoindre les rangs de la KC pour le post de jungler ?')","('input', 'post de jungler')","('response', 'Can « Closer » Çelik')"
134,"('instruction', 'Qui est recruté au profit de Lucas « Cabochard » Simon-Meslet pour le poste de toplaner ?')","('input', 'poste de toplaner')","('response', 'Kim « Canna » Chang-Dong')"
135,"('instruction', 'Qui prend la place de Lucas « Saken » Fayard au poste de midlaner ?')","('input', 'poste de midlaner')","('response', 'Vladimiros « Vladi » Kourtidis')"
136,"('instruction', 'Quand la Karmine Corp annonce la création de son roster Teamfight Tactics ?')","('input', 'Karmine Corp')","('response', 'Le 22 août 2020')"
137,"('instruction', 'Qui remporte la Teamfight Tactics Galaxies Championship en devenant le premier champion du monde sur ce jeu ?')","('input', 'Teamfight Tactics Galaxies Championship')","('response', 'Emre « Double61 » Demirtas')"
138,"('instruction', ""Qui est le partenaire de jeu principal de Double61 dans l'équipe Teamfight Tactics de la Karmine Corp ?"")","('input', 'équipe Teamfight Tactics de la Karmine Corp')","('response', 'Muhammed « CanbizZ » Canbaz')"
139,"('instruction', ""D'où viennent les joueurs Double61 et CanbizZ ?"")","('input', 'joueurs Double61 et CanbizZ')","('response', ""département de l'Orne"")"
140,"('instruction', 'Quelle est la date à laquelle la Karmine Corp a annoncé sa participation à la Trackmania Cup?')","('input', None)","('response', 'Le 17 juillet 2020')"
141,"('instruction', 'Qui est le pilote français annoncé par la Karmine Corp pour sa participation à la Trackmania Cup?')","('input', None)","('response', 'Romain « DarkeR » Dassonneville')"
142,"('instruction', ""Quel pilote est annoncé comme pilote titulaire pour la Trackmania Grand League un mois après l'annonce de la participation de la Karmine Corp à la Trackmania Cup?"")","('input', None)","('response', 'Brendan « Bren » Seve')"
143,"('instruction', 'En quelle année Double 61 deviendra-t-il vice-champion du monde de TFT?')","('input', None)","('response', '2024')"
144,"('instruction', 'Quand a été annoncée la création de la quatrième équipe de la Karmine Corp sur Rocket League ?')","('input', None)","('response', 'Le 26 juillet 2021')"
145,"('instruction', ""Quels sont les noms des trois joueurs de l'équipe de Rocket League de la Karmine Corp ?"")","('input', None)","('response', 'Maëllo « AztraL » Ernst, Marc « Stake » Bosch et Amine « itachi » Benayashi')"
146,"('instruction', ""Où a eu lieu l'annonce officielle de la création de la quatrième équipe de la Karmine Corp sur Rocket League ?"")","('input', None)","('response', 'Au Palais des Congrès de Paris')"
147,"('instruction', 'Quel est le nom du tournoi de pré-saison auquel la Karmine Corp participera avec son équipe Rocket League ?')","('input', None)","('response', 'WePlay e-sport Invitational')"
148,"('instruction', 'Quel est le circuit de tournois officiel de Rocket League mentionné dans le texte ?')","('input', None)","('response', 'Rocket League Championship Series 2021-2022')"
149,"('instruction', ""Quel tournoi a permis à la Karmine Corp d'obtenir son premier trophée sur Rocket League ?"")","('input', None)","('response', 'WePlay e-sport Invitational')"
150,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté son premier trophée sur Rocket League ?')","('input', None)","('response', 'Team BDS')"
151,"('instruction', 'Quel était le score de la finale entre la Karmine Corp et Team BDS ?')","('input', None)","('response', '4-1')"
152,"('instruction', ""Quel format de finale a été annoncé par l'organisation du tournoi ?"")","('input', None)","('response', ""Deux manches gagnantes de matchs en quatre parties gagnantes, sans avantage pour le vainqueur de l'arbre des gagnants"")"
153,"('instruction', 'Combien la Karmine Corp a-t-elle remporté en dotation pour sa victoire ?')","('input', None)","('response', '15 000 dollars')"
154,"('instruction', 'Quels joueurs ont rejoint la KCorp pour remplacer Aztral et Noly en Septembre 2022 ?')","('input', 'Aztral, Noly')","('response', 'Vatira et Exotiik ont rejoint la KCorp pour remplacer Aztral et Noly en Septembre 2022.')"
155,"('instruction', ""Quel joueur a été désigné meilleur joueur offensif du Major d'Hiver 2023 ?"")","('input', ""Major d'Hiver 2023"")","('response', ""Vatira a été désigné meilleur joueur offensif du Major d'Hiver 2023."")"
156,"('instruction', ""Quelle équipe a remporté un titre Regional Europe durant le split d'Automne en Octobre 2022 ?"")","('input', ""split d'Automne, Octobre 2022"")","('response', ""La nouvelle équipe de la KCorp a remporté un titre Regional Europe durant le split d'Automne en Octobre 2022."")"
157,"('instruction', 'Quelle équipe a remporté un titre Major en avril 2023 ?')","('input', '9 avril 2023')","('response', 'La KCorp a remporté un titre Major en avril 2023.')"
158,"('instruction', ""Quelle place a fini l'équipe Karmine Corp aux Worlds ?"")","('input', 'aucune')","('response', 'La Karmine Corp a fini à la quatrième place aux Worlds.\n\n-')"
159,"('instruction', 'Qui a été désigné meilleur joueur européen de la saison ?')","('input', 'aucune')","('response', 'Vatira a été désigné meilleur joueur européen de la saison.\n\n-')"
160,"('instruction', 'Qui a été désigné meilleur joueur défensif lors des mondiaux ?')","('input', 'aucune')","('response', 'Vatira a été désigné meilleur joueur défensif lors des mondiaux.\n\n-')"
161,"('instruction', ""Quand la séparation de l'équipe Karmine Corp a-t-elle été officialisée ?"")","('input', 'aucune')","('response', ""La séparation de l'équipe Karmine Corp a été officialisée le 25 Octobre.\n\n-"")"
162,"('instruction', ""Qui sont les membres qui ont quitté l'équipe Karmine Corp lors de la séparation ?"")","('input', 'Eversax, Itachi, Exotiik')","('response', ""Les membres qui ont quitté l'équipe Karmine Corp lors de la séparation sont Eversax, Itachi et Exotiik."")"
163,"('instruction', 'Qui est devenu le nouveau coach de la Karmine en octobre 2023 ?')","('input', 'date (27 octobre 2023)')","('response', 'Victor « Ferra » Francal')"
164,"('instruction', 'Quels joueurs ont rejoint la Karmine pour les Flip & Spin à la Paris Games Week 2023 ?')","('input', 'tournoi (Paris Games Week 2023)')","('response', 'Rise et Noly')"
165,"('instruction', ""Quels joueurs ont été officialisés pour compléter l'équipe de la Karmine en décembre 2023 ?"")","('input', 'date (2 décembre 2023)')","('response', 'Rise et Atow')"
166,"('instruction', 'Quelles victoires consécutives la Karmine a-t-elle remportées en Europe en février et mars 2024 ?')","('input', 'dates (11 et 25 février, 10 mars 2024)')","('response', ""les 3 Open Qualifier d'Europe"")"
167,"('instruction', 'Quelle place la Karmine a-t-elle obtenue au Major de Copenhague ?')","('input', 'tournoi (Major de Copenhague)')","('response', 'demi-finale')"
168,"('instruction', 'Quelle est la date du HereticsXP auquel la Karmine Corp a participé en pré-saison ?')","('input', None)","('response', '15 décembre 2023')"
169,"('instruction', ""Quel est le score du showmatch entre la Karmine Corp et la nouvelle équipe d'Heretics lors du HereticsXP ?"")","('input', None)","('response', '13-7')"
170,"('instruction', 'Quand démarre la nouvelle saison VCT en 2024 ?')","('input', None)","('response', 'février 2024')"
