,0,1,2
28,"('instruction', ""Quelle ligue la Karmine Corp a-t-elle rejoint pour la saison suivante après l'arrivée d'Amine « Prime » Mekri ?"")","('input', 'Amine « Prime » Mekri')","('response', 'Ligue française de League of Legends (LFL)')"
29,"('instruction', 'Quel championnat la Karmine Corp a-t-elle remporté en 2021 ?')","('input', '2021')","('response', 'Segment de printemps de la LFL')"
30,"('instruction', 'Quelle compétition européenne la Karmine Corp a-t-elle remporté en 2021 ?')","('input', '2021')","('response', 'Deuxième division européenne EMEA Masters')"
31,"('instruction', 'Combien de fois la Karmine Corp a-t-elle remporté le championnat européen ?')","('input', 'championnat européen')","('response', 'Deux fois')"
32,"('instruction', 'Quel titre la Karmine Corp a-t-elle remporté pour la troisième fois en triplé en 2022 ?')","('input', '2022')","('response', 'Segment de printemps')"
33,"('instruction', 'Quelle équipe a remporté la ligue française et les EMEA Masters en 2023?')","('input', None)","('response', ""l'équipe a remporté la ligue française et les EMEA Masters en 2023"")"
34,"('instruction', ""Combien de fois l'équipe a remporté les EMEA Masters lors du segment d'été en 2023?"")","('input', None)","('response', ""l'équipe a remporté les EMEA Masters pour la quatrième fois lors du segment d'été en 2023"")"
35,"('instruction', 'Quelle ligue la section League of Legends a-t-elle rejoint en 2023?')","('input', None)","('response', 'la section League of Legends a rejoint la première division européenne, les League of Legends EMEA Championship (LEC) en 2023')"
36,"('instruction', 'Avec quelle équipe la section League of Legends a-t-elle signé un accord pour acquérir une place dans la ligue fermée en 2023?')","('input', 'équipe danoise Astralis')","('response', ""la section League of Legends a signé un accord avec l'équipe danoise Astralis en 2023"")"
37,"('instruction', 'Dans quelle ville la structure a-t-elle ouvert des locaux pour le développement de la section Valorant en 2023?')","('input', 'Berlin')","('response', 'la structure a ouvert des locaux à Berlin pour le développement de la section Valorant en 2023')"
38,"('instruction', ""Quel est le nom de l'événement organisé par la structure en 2021 ?"")","('input', '2021')","('response', 'Karmine Corp Experience (KCX)')"
39,"('instruction', ""Où s'est déroulée la deuxième édition du KCX en 2022 ?"")","('input', '2022')","('response', 'Palais omnisports de Paris-Bercy')"
40,"('instruction', 'Combien de spectateurs ont assisté au KCX3 en 2023 ?')","('input', '2023')","('response', 'Plus de 28 000 spectateurs')"
41,"('instruction', ""En quelle année le club est devenu résident des Arènes de l'Agora ?"")","('input', ""Arènes de l'Agora"")","('response', '2024')"
42,"('instruction', 'Quel est le nom de la nouvelle équipe du club qui a pris la place laissée vacante en LFL ?')","('input', 'LFL')","('response', 'Karmine Corp Blue')"
43,"('instruction', ""Quelle est la date de création de la structure d'e-sport Kameto Corp ?"")","('input', None)","('response', 'Le 30 mars 2020')"
44,"('instruction', 'Quels sont les noms des cinq premiers joueurs de la structure Kameto Corp ?')","('input', None)","('response', 'Adam « Adam » Maanane, Philippe « Akabane » Le, Ilias « Nuclearint » Bizriken, Julien « jujutw0 » Izzo et Jérémy « Helaz » François')"
45,"('instruction', 'Quand la Kameto Corp a-t-elle été renommée en Karmine Corp ?')","('input', None)","('response', ""À la suite d'un live sur la chaine Twitch de Kameto le 17 novembre 2020"")"
46,"('instruction', 'Qui est le seul joueur conservé de la Kameto Corp pour le segment de printemps de LFL 2021 ?')","('input', None)","('response', 'Adam « Adam » Maanane')"
47,"('instruction', ""Qui est le jungler de l'équipe Karmine ?"")","('input', None)","('response', 'Jakub « Cinkrof » Rokicki')"
48,"('instruction', ""Qui est le mid laner de l'équipe Karmine ?"")","('input', None)","('response', 'Lucas « Saken » Fayard')"
49,"('instruction', ""Qui est l'AD Carry de l'équipe Karmine ?"")","('input', None)","('response', 'Matthew « xMatty » Coombs')"
50,"('instruction', ""Qui est le support de l'équipe Karmine ?"")","('input', None)","('response', 'Raphaël «Targamas » Crabbé')"
51,"('instruction', ""Qui est le coach de l'équipe Karmine ?"")","('input', None)","('response', 'Yanis « Striker » Kella')"
52,"('instruction', 'Quelle équipe a remporté le championnat?')","('input', None)","('response', 'La Karmine Corp')"
53,"('instruction', 'Combien de victoires et de défaites la Karmine Corp a-t-elle eu lors des deux premières semaines de la saison?')","('input', None)","('response', 'Trois victoires pour deux défaites')"
54,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté le derby avec des audiences records?')","('input', 'Solary')","('response', 'Contre Solary')"
55,"('instruction', 'Avec quelle équipe la Karmine Corp a-t-elle fini à égalité en tête du classement de la saison régulière?')","('input', 'Misfits Premier')","('response', 'Misfits Premier')"
56,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle perdu lors du match retour?')","('input', 'Solary')","('response', 'Solary')"
57,"('instruction', 'Quel joueur de la Karmine Corp a eu une prestation de haute volée lors de la finale?')","('input', 'Adam')","('response', 'Adam')"
58,"('instruction', 'Quelle est la compétition européenne pour laquelle la victoire de la Karmine Corp les qualifie ?')","('input', None)","('response', 'Les European Masters')"
59,"('instruction', ""Qui était l'ancien joueur de la Karmine Corp parti chez l'équipe réserve de Schalke 04 ?"")","('input', None)","('response', 'Nuclearint')"
60,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle été bousculée en quarts de finale ?')","('input', None)","('response', 'ŠAIM SE SuppUp')"
61,"('instruction', 'Quelle équipe a affronté la Karmine Corp en demi-finale ?')","('input', None)","('response', 'UCAM Esports Club')"
62,"('instruction', 'Qui a débloqué la rencontre en toute fin de partie pour la Karmine Corp en demi-finale ?')","('input', None)","('response', 'Saken')"
63,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté la finale ?')","('input', None)","('response', 'BT Excel')"
64,"('instruction', 'Qui a félicité la Karmine Corp pour sa victoire sur Twitter ?')","('input', None)","('response', 'Le président de la République Emmanuel Macron')"
65,"('instruction', 'Quelle équipe a remporté la première moitié de segment impériale avec 9 victoires en 9 matchs?')","('input', None)","('response', 'La Karmine')"
66,"('instruction', 'Contre quelle équipe la Karmine a-t-elle joué en finale du segment?')","('input', None)","('response', 'Misfits Premier')"
67,"('instruction', 'Quel était le score final de la finale entre la Karmine et les Misfits Premier?')","('input', None)","('response', '3-1')"
68,"('instruction', 'Quel événement la Karmine a-t-elle accédé en finissant premiers de la saison régulière?')","('input', None)","('response', 'La finale du segment et la phase de groupe des European Masters')"
69,"('instruction', 'Quel titre les European Masters détiennent-ils?')","('input', None)","('response', 'Tenants du titre')"
70,"('instruction', 'Quelle équipe a battu la Karmine Corp en finale du segment?')","('input', None)","('response', 'Les lapins')"
71,"('instruction', 'Quelle est la conséquence de la défaite de la Karmine en finale du segment?')","('input', None)","('response', ""Première défaite dans une rencontre en plus d'un match gagnant"")"
72,"('instruction', 'Quel était le résultat du dernier match de la Karmine Corp en finale de la Coupe de France en 2021 ?')","('input', 'Coupe de France')","('response', 'La Karmine Corp a perdu 3-2 contre Misfits Premier en finale de la Coupe de France en 2021.')"
73,"('instruction', 'Combien de matchs la Karmine Corp a-t-elle joué en tout lors de la saison 2021 ?')","('input', 'Liste détaillée des matchs de la Karmine Corp')","('response', 'La Karmine Corp a joué un total de 23 matchs lors de la saison 2021.')"
74,"('instruction', 'Quel était le bilan de la Karmine Corp à la fin de la saison estivale en 2021 ?')","('input', 'Segment Estival')","('response', 'Le bilan de la Karmine Corp à la fin de la saison estivale en 2021 était de 14 victoires et 4 défaites.')"
75,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle joué en finale de la Coupe de France en 2021 ?')","('input', 'Coupe de France')","('response', 'La Karmine Corp a joué contre Misfits Premier en finale de la Coupe de France en 2021.')"
76,"('instruction', ""Quelle est la date de la conférence de presse annonçant le départ de certains joueurs de l'équipe et la prolongation du staff technique ?"")","('input', None)","('response', 'Le 15 novembre 2021')"
77,"('instruction', ""Qui sont les joueurs qui ont quitté l'équipe lors de cette conférence de presse ?"")","('input', None)","('response', 'Cinkrof, Targamas et xMatty')"
78,"('instruction', ""Qui sont les membres du staff technique dont la prolongation a été annoncée jusqu'en 2023 ?"")","('input', None)","('response', 'Striker et Reha')"
79,"('instruction', ""D'où vient le AD Carry suédois Martin « Rekkles » Larsson ?"")","('input', None)","('response', 'De chez G2 Esports')"
80,"('instruction', 'Pourquoi Martin « Rekkles » Larsson était-il sur la liste des transferts de G2 Esports ?')","('input', None)","('response', 'Après la non-qualification aux Worlds 2021 de G2, malgré une équipe taillée pour le titre suprême')"
81,"('instruction', 'Combien aurait coûté le transfert de Martin « Rekkles » Larsson à la Karmine Corp ?')","('input', None)","('response', ""Près d'un million d'euros"")"
82,"('instruction', ""Qui sont les nouveaux joueurs qui ont rejoint l'équipe ?"")","('input', None)","('response', 'Jules « Hantera » Bourgeois, Doğukan « 113 » Balcı (aussi surnommé Bumm) et Wao « Wao » Dai')"
83,"('instruction', 'Quelle est la date du premier match de la Karmine Corp ?')","('input', None)","('response', 'Le premier match de la Karmine Corp a eu lieu à Barcelone.')"
84,"('instruction', ""Qui a fondé l'équipe e-sport KOI ?"")","('input', None)","('response', ""L'équipe e-sport KOI a été fondée par le streamer espagnol Ibai Llanos et le footballeur Gérard Piqué."")"
85,"('instruction', ""Où s'est déroulé le match retour entre la Karmine et les KOI ?"")","('input', None)","('response', ""Le match retour entre la Karmine et les KOI s'est déroulé au Carrousel du Louvre à Paris."")"
86,"('instruction', 'Quel était le score du match retour entre la Karmine et les KOI ?')","('input', None)","('response', 'La Karmine a battu les KOI 2-1 lors du match retour.')"
87,"('instruction', 'Quel est le sponsor principal maillot de la Karmine ?')","('input', None)","('response', 'Le sponsor principal maillot de la Karmine est Orange.')"
88,"('instruction', 'Quelle équipe a perdu quatre de ses six premiers matchs dans le championnat?')","('input', None)","('response', 'Karmine Corp')"
89,"('instruction', ""Où s'est déroulée la 4e semaine du championnat?"")","('input', None)","('response', ""à l'Acropolis de Nice"")"
90,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté deux victoires écrasantes?')","('input', None)","('response', 'GameWard')"
91,"('instruction', 'Qui a réalisé un Pentakill lors de la 4e semaine du championnat?')","('input', None)","('response', 'Rekkles')"
92,"('instruction', 'Quelle équipe a terminé deuxième de la saison régulière?')","('input', None)","('response', 'Karmine Corp')"
93,"('instruction', 'Combien de victoires séparaient la Karmine Corp des LDLC OL à la fin de la saison régulière?')","('input', None)","('response', 'une victoire')"
94,"('instruction', 'Quelle équipe a battu la Karmine Corp lors des play-offs de LFL ?')","('input', 'Aucune')","('response', 'LDLC OL et Team BDS Academy ont battu la Karmine Corp lors des play-offs de LFL.')"
95,"('instruction', 'Quel score a été obtenu lors de la demi-finale des gagnants contre LDLC OL ?')","('input', 'Aucune')","('response', 'LDLC OL a battu la Karmine Corp 3-0 lors de la demi-finale des gagnants.')"
96,"('instruction', 'Quelle équipe a battu la Karmine Corp dans la demi-finale des perdants ?')","('input', 'Aucune')","('response', 'Team BDS Academy a battu la Karmine Corp dans la demi-finale des perdants.')"
97,"('instruction', 'Où la Karmine Corp a-t-elle terminé dans la saison de LFL ?')","('input', 'Aucune')","('response', 'La Karmine Corp a terminé 3e de la saison de LFL.')"
98,"('instruction', 'Quelle compétition la Karmine Corp est-elle qualifiée pour après la saison de LFL ?')","('input', 'Aucune')","('response', 'La Karmine Corp est qualifiée pour les Amazon European Masters.')"
99,"('instruction', 'Quelle équipe a remporté le tour préliminaire des Amazon European Masters?')","('input', 'Aucune')","('response', 'La Karmine Corp (KC)')"
100,"('instruction', 'Contre quelle équipe la KC a-t-elle eu un mauvais départ en groupe?')","('input', 'X7 Esports')","('response', 'X7 Esports')"
101,"('instruction', 'Qui la KC a-t-elle battu en quarts-de-finale?')","('input', 'Unicorns of Love')","('response', ""L'équipe académique d'Unicorns of Love"")"
102,"('instruction', 'Quelle équipe la KC affronte en demi-finale?')","('input', 'Vitality.Bee')","('response', 'Vitality.Bee')"
103,"('instruction', 'Contre quelle équipe la KC a-t-elle remporté en demi-finale malgré un mauvais départ?')","('input', 'Aucune')","('response', 'Vitality.Bee')"
104,"('instruction', 'Quelle équipe la KC affronte en finale?')","('input', 'LDLC OL')","('response', 'LDLC OL')"
105,"('instruction', 'Combien de European Masters la Karmine Corp a-t-elle remporté de suite?')","('input', 'Aucune')","('response', '3 European Masters de suite')"
106,"('instruction', ""Quelle équipe a remporté cinq victoires sur six rencontres au début du segment d'été ?"")","('input', ""début du segment d'été"")","('response', 'La Karmine Corp')"
107,"('instruction', 'Où la Karmine Corp a-t-elle joué son match de saison régulière contre Misfits Premier ?')","('input', 'match de saison régulière contre Misfits Premier')","('response', ""À l'Accor Arena"")"
108,"('instruction', ""Comment la série de victoires de la Karmine Corp s'est-elle terminée ?"")","('input', 'série de victoires')","('response', 'Par une défaite')"
109,"('instruction', 'Comment la Karmine Corp a-t-elle terminé la saison régulière ?')","('input', 'saison régulière')","('response', '6e')"
110,"('instruction', ""Dans quelle compétition la Karmine Corp n'est-elle pas encore qualifiée ?"")","('input', 'compétition')","('response', 'Amazon European Masters')"
111,"('instruction', ""Contre quelle équipe la Karmine Corp est-elle opposée dans l'arbre des perdants ?"")","('input', 'arbre des perdants')","('response', 'Les Boulonnais de GameWard')"
112,"('instruction', 'Qui rejoint la Karmine Corp en tant que jungler pour la saison 2023 ?')","('input', None)","('response', 'Duncan « Skeanz » Marquet')"
113,"('instruction', ""Qui rejoint la Karmine Corp en tant qu'ADC pour la saison 2023 ?"")","('input', None)","('response', 'Hasan « Kaori » Sentürk')"
114,"('instruction', 'Qui rejoint la Karmine Corp en tant que support pour la saison 2023 ?')","('input', None)","('response', 'Alexandru « whiteinn » Kolozsvari')"
115,"('instruction', 'Qui sont les deux joueurs français qui rejoignent la Karmine Corp pour la saison 2023 ?')","('input', None)","('response', 'Lucas « Cabochard » Simon-Meslet et Lucas « Saken » Fayard')"
116,"('instruction', ""Qui rejoint l'équipe en tant qu'entraîneur pour la saison 2023 ?"")","('input', None)","('response', 'Stefan « Nerroh » Pereira')"
117,"('instruction', 'Qui rejoint Kameto et Prime en tant que directeur de la structure ?')","('input', None)","('response', 'Arthur Perticoz')"
118,"('instruction', ""Quel est le bilan de l'équipe durant le Winter Split ?"")","('input', 'Winter Split')","('response', '7 victoires pour 11 défaites')"
119,"('instruction', ""Qui sont les joueurs qui réintègrent l'équipe en prévision du Summer Split ?"")","('input', 'Summer Split')","('response', 'Raphaël «Targamas » Crabbé et Jakub « Cinkrof » Rokicki')"
120,"('instruction', ""Qui remplace whiteninn et Skeanz dans l'équipe ?"")","('input', 'whiteninn, Skeanz')","('response', 'Raphaël «Targamas » Crabbé et Jakub « Cinkrof » Rokicki')"
121,"('instruction', ""Qui remplace Kaori dans l'équipe ?"")","('input', 'Kaori')","('response', 'Caliste « Caliste » Henry-Hennebert')"
122,"('instruction', ""Qui devient l'entraîneur principal de l'équipe ?"")","('input', 'coach')","('response', 'Reha')"
123,"('instruction', ""Qui rejoint l'équipe au poste d'analyste ?"")","('input', 'analyste')","('response', 'Wadi')"
124,"('instruction', 'Quelle équipe a pris la 1re place du classement lors du Summer Split 2023 ?')","('input', 'Summer Split 2023')","('response', ""L'équipe de la Karmine"")"
125,"('instruction', ""Quel joueur a battu le record d'éliminations sur une saison régulière lors du Summer Split ?"")","('input', 'Caliste')","('response', 'Caliste')"
126,"('instruction', ""Quel joueur a battu le record d'assistances lors du Summer Split ?"")","('input', 'Targamas')","('response', 'Targamas')"
127,"('instruction', 'Quand la Karmine a-t-elle remporté son deuxième titre de champion de France ?')","('input', '11 août 2023')","('response', 'Le 11 août 2023')"
128,"('instruction', ""Contre quelle équipe la Karmine s'est-elle imposée en demi-finales du Summer Split 2023 des EMEA Master ?"")","('input', 'Team GO')","('response', 'Team GO')"
129,"('instruction', 'Contre quelle équipe la Karmine a-t-elle joué en finale du Summer Split 2023 des EMEA Master ?')","('input', 'Movistar Riders')","('response', 'Movistar Riders')"
130,"('instruction', ""Quelle équipe a remporté le championnat d'Europe en 2023 ?"")","('input', None)","('response', ""La Karmine Corp a remporté le championnat d'Europe en 2023."")"
131,"('instruction', 'Qui est le ""midlaner"" français ayant remporté ses 4èmes EMEA Master en 2023 ?')","('input', None)","('response', 'Lucas ""Saken"" Fayard est le ""midlaner"" français ayant remporté ses 4èmes EMEA Master en 2023.')"
132,"('instruction', 'Quand la Karmine Corp a-t-elle annoncé son entrée à la LEC ?')","('input', None)","('response', 'La Karmine Corp a annoncé son entrée à la LEC le 18 octobre 2023.')"
133,"('instruction', ""Jusqu'à quelle année le jeune Caliste a-t-il prolongé son contrat avec la Karmine Corp ?"")","('input', None)","('response', ""Le jeune Caliste a prolongé son contrat avec la Karmine Corp jusqu'en 2026."")"
134,"('instruction', ""Comment s'est déroulée la première année de la Karmine Corp en LEC en 2024 ?"")","('input', None)","('response', 'La Karmine Corp a débuté en 2024 dans la LEC avec le Winter split et a fini dernière avec 2 victoires sur 9, ce qui ne lui a pas permis de se qualifier pour les playoffs.')"
135,"('instruction', ""Quel a été le résultat de l'équipe de la Karmine Corp au Spring Split en 2024 ?"")","('input', None)","('response', ""L'équipe de la Karmine Corp est arrivée à la dernière place au Spring Split en 2024 malgré un changement de coach."")"
136,"('instruction', ""Qui est mis sur le banc en tant que jungler dans l'équipe KC ?"")","('input', None)","('response', 'Zhou « Bo » Yang-Bo')"
137,"('instruction', ""Qui remplace Zhou « Bo » Yang-Bo en tant que jungler dans l'équipe KC ?"")","('input', None)","('response', 'Can « Closer » Çelik')"
138,"('instruction', ""Qui est recruté en tant que toplaner dans l'équipe KC ?"")","('input', None)","('response', 'Kim « Canna » Chang-Dong')"
139,"('instruction', ""Qui est remplacé par Kim « Canna » Chang-Dong en tant que toplaner dans l'équipe KC ?"")","('input', None)","('response', 'Lucas « Cabochard » Simon-Meslet')"
140,"('instruction', ""Qui sera promu de l'équipe LFL KarmineCorp Blue au poste de midlaner dans l'équipe KC ?"")","('input', None)","('response', 'Vladimiros « Vladi » Kourtidis')"
141,"('instruction', ""Qui sera remplacé par Vladimiros « Vladi » Kourtidis au poste de midlaner dans l'équipe KC ?"")","('input', None)","('response', 'Lucas « Saken » Fayard')"
142,"('instruction', 'Quand la Karmine Corp annonce la création de son roster Teamfight Tactics ?')","('input', None)","('response', 'Le 22 août 2020')"
143,"('instruction', 'Qui remporte le Teamfight Tactics Galaxies Championship en devenant le premier champion du monde sur ce jeu ?')","('input', None)","('response', 'Emre « Double61 » Demirtas')"
144,"('instruction', ""Qui est le partenaire de jeu principal de Emre « Double61 » Demirtas dans l'équipe Teamfight Tactics de la Karmine Corp ?"")","('input', None)","('response', 'Muhammed « CanbizZ » Canbaz')"
145,"('instruction', ""D'où viennent Emre « Double61 » Demirtas et Muhammed « CanbizZ » Canbaz ?"")","('input', None)","('response', ""Du département de l'Orne et sont cousins"")"
146,"('instruction', 'Quelle est la date à laquelle la Karmine Corp a annoncé sa participation à la Trackmania Cup?')","('input', None)","('response', 'Le 17 juillet 2020')"
147,"('instruction', 'Qui est le pilote français annoncé par la Karmine Corp pour sa participation à la Trackmania Cup?')","('input', None)","('response', 'Romain « DarkeR » Dassonneville')"
148,"('instruction', ""Qui est annoncé comme pilote titulaire pour la Trackmania Grand League un mois après l'annonce de la participation de la Karmine Corp à la Trackmania Cup?"")","('input', None)","('response', 'Brendan « Bren » Seve')"
149,"('instruction', 'Quelle est la compétition la plus prestigieuse sur le jeu Trackmania?')","('input', None)","('response', 'Trackmania Grand League')"
150,"('instruction', ""Que fera DarkeR en plus de participer à d'autres compétitions après l'annonce de l'arrivée de Brendan « Bren » Seve comme pilote titulaire pour la Trackmania Grand League?"")","('input', None)","('response', ""Il continuera d'étudier les circuits du jeu (le hunting) en contre-la-montre"")"
151,"('instruction', 'Quand a été annoncée la création de la quatrième équipe de la Karmine Corp sur Rocket League ?')","('input', None)","('response', 'Le 26 juillet 2021')"
152,"('instruction', ""Quels sont les noms des trois joueurs de l'équipe de Rocket League de la Karmine Corp ?"")","('input', None)","('response', 'Maëllo « AztraL » Ernst, Marc « Stake » Bosch, Amine « itachi » Benayashi')"
153,"('instruction', ""Quel événement a marqué l'annonce de la création de la quatrième équipe de la Karmine Corp sur Rocket League ?"")","('input', 'KCX (Karmine Corp Xperience)')","('response', 'La Karmine Corp Xperience (KCX)')"
154,"('instruction', 'Quel est le circuit de tournois officiel de Rocket League mentionné dans le texte ?')","('input', 'Rocket League Championship Series 2021-2022')","('response', 'Rocket League Championship Series 2021-2022')"
155,"('instruction', ""Où a eu lieu l'annonce de la création de la quatrième équipe de la Karmine Corp sur Rocket League ?"")","('input', 'Palais des Congrès de Paris')","('response', 'Palais des Congrès de Paris')"
156,"('instruction', 'Quelle équipe a remporté son premier trophée sur Rocket League lors du WePlay e-sport Invitational ?')","('input', None)","('response', 'La Karmine Corp')"
157,"('instruction', 'Contre quelle équipe la Karmine Corp a-t-elle remporté la victoire pour obtenir son premier trophée sur Rocket League ?')","('input', None)","('response', 'Team BDS')"
158,"('instruction', ""Quel était le score de la finale de l'arbre des gagnants entre la Karmine Corp et Team BDS ?"")","('input', None)","('response', '4-1')"
159,"('instruction', ""Quel format de finale avait annoncé l'organisation du tournoi ?"")","('input', None)","('response', ""Deux manches gagnantes de matchs en quatre parties gagnantes, sans avantage pour le vainqueur de l'arbre des gagnants"")"
160,"('instruction', ""Combien de dollars se partagent les différents membres de l'équipe de la Karmine Corp ?"")","('input', None)","('response', '15 000 dollars')"
161,"('instruction', ""Quelle équipe s'engage en Rocket League Championship Series (RLCS) ?"")","('input', None)","('response', 'La Karmine Corp')"
162,"('instruction', 'Combien de segments le circuit RLCS est-il divisé ?')","('input', None)","('response', 'Le circuit est divisé en 3 segments (automne, hiver et printemps)')"
163,"('instruction', 'Qui est le nouveau joueur recruté par la Karmine Corp en avril 2022 ?')","('input', None)","('response', 'Joseph « noly » Kidd')"
164,"('instruction', ""Qui remplace Stake dans l'équipe de la Karmine Corp ?"")","('input', None)","('response', 'Joseph « noly » Kidd')"
165,"('instruction', 'Quel joueur passe de remplaçant à coach principal pour la Karmine Corp ?')","('input', None)","('response', 'Wagner « Eversax » Benjamin')"
166,"('instruction', 'Qui assiste le coach principal Wagner « Eversax » Benjamin ?')","('input', None)","('response', 'Le coach Arleyobi')"
167,"('instruction', 'Quels joueurs ont rejoint la KCorp pour remplacer Aztral et Noly ?')","('input', 'Aztral, Noly')","('response', 'Vatira et Exotiik ont rejoint la KCorp pour remplacer Aztral et Noly.')"
168,"('instruction', ""Quel joueur a été désigné meilleur joueur offensif du Major d'Hiver 2023 ?"")","('input', ""Major d'Hiver 2023"")","('response', ""Vatira a été désigné meilleur joueur offensif du Major d'Hiver 2023."")"
169,"('instruction', 'Quel titre a remporté la KCorp en Octobre 2022 ?')","('input', 'Octobre 2022')","('response', 'La KCorp a remporté un titre Regional Europe en Octobre 2022.')"
170,"('instruction', ""Quel événement marque le point culminant de l'histoire de la KCorp en RLCS en 2023 ?"")","('input', '9 avril 2023')","('response', ""Le 9 avril 2023, la KCorp remporte un titre Major en s'imposant 4-2 contre Faze en finale."")"
171,"('instruction', ""Quelle équipe européenne a remporté le match d'exhibition des Jeux Olympiques d'esport contre Gen.G?"")","('input', ""Jeux Olympiques d'esport"")","('response', 'Karmine Corp')"
172,"('instruction', 'Qui a été désigné meilleur joueur européen de la saison?')","('input', 'meilleur joueur européen')","('response', 'Vatira')"
173,"('instruction', 'Quelle équipe a remporté le show match contre G2 lors du KCX3?')","('input', 'show match KCX3')","('response', 'G2')"
174,"('instruction', ""Quels joueurs ont quitté l'équipe de la Karmine Corp le 25 Octobre?"")","('input', 'départs le 25 Octobre')","('response', 'Eversax, Itachi et Exotiik')"
